City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
324,Paita,PE,-5.0892,-81.1144,65.62,79,75,16.11,broken clouds
325,Lorengau,PG,-2.0226,147.2712,80.64,81,74,6.33,broken clouds
326,Viedma,AR,-40.8135,-62.9967,55.99,40,3,10.27,clear sky
327,Puerto Colombia,CO,10.9878,-74.9547,82.49,78,94,11.5,overcast clouds
328,Broome,US,42.2506,-75.833,80.53,49,40,16.11,scattered clouds
329,Angol,CL,-37.8,-72.7167,49.8,87,100,1.16,overcast clouds
330,Joaima,BR,-16.6542,-41.0306,76.66,46,33,4.7,scattered clouds
331,Yulara,AU,-25.2406,130.9889,44.28,54,0,7.74,clear sky
332,Maniitsoq,GL,65.4167,-52.9,43.61,84,99,8.1,overcast clouds
333,Port Shepstone,ZA,-30.7414,30.455,65.7,80,39,5.48,scattered clouds
334,Harrisonville,US,38.6533,-94.3488,92.07,44,0,3.44,clear sky
335,Troitskoye,RU,52.9821,84.6757,58.06,92,100,2.28,overcast clouds
336,Chute-Aux-Outardes,CA,49.1168,-68.399,62.78,93,71,4.7,broken clouds
337,Taikang,CN,46.8333,124.4167,62.83,79,24,3.87,few clouds
338,Barguzin,RU,53.6167,109.6167,55.04,94,58,3.76,broken clouds
339,Mahenge,TZ,-8.6833,36.7167,60.49,61,57,3.09,broken clouds
340,Belmonte,BR,-15.8631,-38.8828,74.3,87,78,8.75,broken clouds
341,Yeppoon,AU,-23.1333,150.7333,58.78,88,100,7.43,overcast clouds
342,Fort Nelson,CA,58.8053,-122.7002,67.66,52,76,3.8,broken clouds
343,Goure,NE,13.9835,10.2704,79.02,63,85,14.43,overcast clouds
344,Chapais,CA,49.7834,-74.8492,51.58,96,100,8.12,overcast clouds
345,Kuusamo,FI,65.9667,29.1833,51.84,71,0,9.22,clear sky
346,Tsaratanana,MG,-16.7833,47.65,64.92,66,25,15.55,scattered clouds
347,Riyadh,SA,24.6877,46.7219,95.31,17,10,13.2,clear sky
348,Santa Marinella,IT,42.0345,11.8536,78.71,54,53,9.4,broken clouds
349,Kenai,US,60.5544,-151.2583,62.69,89,75,4.61,light rain
350,Timmins,CA,48.4669,-81.3331,67.93,37,14,8.77,few clouds
351,Athmallik,IN,20.7219,84.5348,75.81,97,100,1.57,overcast clouds
352,Teya,RU,60.3778,92.6267,42.75,95,0,2.93,clear sky
353,Axim,GH,4.8699,-2.2405,74.86,85,100,7.07,overcast clouds
354,Tera,NE,14.0078,0.7531,89.55,51,69,15.52,broken clouds
355,Hofn,IS,64.2539,-15.2082,51.58,85,63,15.64,broken clouds
356,Mahibadhoo,MV,3.7833,72.9667,80.4,80,40,7.27,scattered clouds
357,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,90,20,14.97,few clouds
358,Kyra,RU,49.5776,111.9753,50.99,78,7,4.61,clear sky
359,Ibiruba,BR,-28.6275,-53.0897,52.29,85,3,4.79,clear sky
360,Lardos,GR,36.0942,28.0157,82.22,72,8,7.09,clear sky
361,Yar-Sale,RU,66.8333,70.8333,56.75,80,100,14.23,overcast clouds
362,Sambava,MG,-14.2667,50.1667,68.27,80,61,13.04,light rain
363,Coelho Neto,BR,-4.2567,-43.0128,81.99,42,36,2.68,scattered clouds
364,Grafton,US,42.207,-71.6856,83.3,49,0,5.75,clear sky
365,Omboue,GA,-1.5746,9.2618,72.77,82,91,8.23,overcast clouds
366,Camana,PE,-16.6228,-72.7111,62.17,77,53,5.61,broken clouds
367,Ust-Nera,RU,64.5667,143.2,64.45,65,97,1.12,overcast clouds
368,Antofagasta,CL,-23.65,-70.4,58.28,78,7,6.08,clear sky
369,Atar,MR,20.5169,-13.0499,98.85,26,99,7.92,overcast clouds
370,Pitimbu,BR,-7.4706,-34.8086,75.79,80,61,5.84,broken clouds
371,General Roca,AR,-39.0333,-67.5833,56.62,43,96,2.89,overcast clouds
372,Bambanglipuro,ID,-7.95,110.2833,75.38,92,69,4.14,broken clouds
373,Paso De Carrasco,UY,-34.8603,-56.0522,54.05,71,0,4.61,clear sky
374,Cap Malheureux,MU,-19.9842,57.6142,69.48,61,76,7.0,broken clouds
375,Nhulunbuy,AU,-12.2333,136.7667,70.41,88,40,4.61,scattered clouds
376,Sangar,RU,63.9242,127.4739,58.28,89,32,2.48,scattered clouds
377,Muros,ES,42.7762,-9.0603,66.09,89,35,0.85,scattered clouds
378,Bima,ID,-8.4667,118.7167,74.25,96,44,4.5,scattered clouds
379,Grindavik,IS,63.8424,-22.4338,48.67,93,100,17.27,overcast clouds
380,Naryan-Mar,RU,67.6713,53.087,58.37,96,100,14.54,moderate rain
381,San Jose,US,37.3394,-121.895,89.26,52,20,21.85,few clouds
382,Hope,US,33.6671,-93.5916,89.65,48,86,4.41,overcast clouds
383,Talara,PE,-4.5772,-81.2719,70.56,73,0,13.8,clear sky
384,Vestmannaeyjar,IS,63.4427,-20.2734,51.46,94,100,13.67,light rain
385,Elko,US,41.0002,-115.5012,88.23,28,77,8.99,broken clouds
386,Lere,NG,10.387,8.5726,68.04,94,99,1.72,overcast clouds
387,Capreol,CA,46.706,-80.9225,71.55,32,24,8.63,few clouds
388,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,86,49,7.14,scattered clouds
389,Takestan,IR,36.0696,49.6959,75.33,76,1,8.19,clear sky
390,Bagn,NO,60.8225,9.5521,62.08,63,10,5.17,clear sky
391,Sumbe,AO,-11.2061,13.8437,67.78,88,83,3.18,broken clouds
392,Biu,NG,10.6129,12.1946,66.52,94,97,4.99,overcast clouds
393,Dzilam Gonzalez,MX,21.2833,-88.9333,87.71,60,13,10.27,few clouds
394,Kailua,US,21.4022,-157.7394,87.78,72,40,13.8,scattered clouds
395,Mwaro,BI,-3.5,29.6667,61.9,52,97,4.29,overcast clouds
396,Kapit,MY,2.0167,112.9333,75.11,99,99,1.07,moderate rain
397,Vardo,NO,70.3705,31.1107,53.58,76,75,17.27,broken clouds
398,Beringovskiy,RU,63.05,179.3167,53.44,82,100,11.81,overcast clouds
399,Goderich,CA,43.7501,-81.7165,69.91,58,0,17.09,clear sky
400,Lindenberg,DE,49.3803,8.0986,73.13,39,46,2.3,scattered clouds
401,Yerbogachen,RU,61.2767,108.0108,53.04,98,93,4.7,overcast clouds
402,Pisco,PE,-13.7,-76.2167,62.65,77,20,3.44,few clouds
403,Makakilo City,US,21.3469,-158.0858,86.32,56,75,17.27,broken clouds
404,Dinard,FR,48.6314,-2.0614,75.58,47,0,10.36,clear sky
405,Corn Island,NI,12.1694,-83.0418,81.05,82,100,15.43,overcast clouds
406,Valparaiso,CL,-33.0393,-71.6273,55.63,90,100,6.91,overcast clouds
407,Itarema,BR,-2.9248,-39.9167,77.65,82,90,15.79,overcast clouds
408,Erzin,TR,36.9559,36.2,77.02,88,71,2.59,broken clouds
409,Sorong,ID,-0.8833,131.25,76.86,87,79,6.73,broken clouds
410,Kletskaya,RU,49.3145,43.0584,79.48,41,96,16.28,overcast clouds
411,Dalhousie,IN,32.5333,75.9833,61.9,72,100,7.58,overcast clouds
412,Sokoni,TZ,-6.4333,39.55,75.45,74,74,13.02,broken clouds
413,Solsona,ES,41.994,1.5171,75.61,58,53,4.0,broken clouds
414,Varkkallai,IN,8.7341,76.7067,80.38,87,80,8.57,broken clouds
415,Nang Rong,TH,14.6377,102.7914,74.43,90,100,5.7,overcast clouds
416,Uvalde,US,29.3669,-99.767,96.3,32,77,5.21,light rain
417,Acarau,BR,-2.8856,-40.12,77.88,82,85,16.69,overcast clouds
418,Karratha,AU,-20.7377,116.8463,63.18,24,10,18.88,clear sky
419,Asfi,MA,32.2994,-9.2372,71.53,78,0,12.95,clear sky
420,Heidelberg,ZA,-26.5048,28.3592,57.72,31,0,4.23,clear sky
421,Zhigansk,RU,66.7697,123.3711,49.1,73,48,22.79,scattered clouds
422,Pontes E Lacerda,BR,-15.2261,-59.3353,70.41,34,0,5.68,clear sky
423,Grass Valley,US,39.2191,-121.0611,91.78,23,0,8.01,clear sky
424,Mandurah,AU,-32.55,115.7,51.06,82,0,14.65,clear sky
425,Islahiye,TR,37.025,36.6306,73.72,90,32,7.07,scattered clouds
426,Kontagora,NG,10.3999,5.4695,70.41,95,100,1.9,overcast clouds
427,Pyaozerskiy,RU,65.8333,31.1667,54.82,68,38,11.77,scattered clouds
428,Minab,IR,27.1467,57.0801,94.39,50,37,2.82,scattered clouds
429,Burhanpur,IN,21.3,76.2333,76.59,89,99,9.93,overcast clouds
430,Champerico,GT,14.3,-91.9167,90.14,66,17,5.14,few clouds
431,Hay River,CA,60.8156,-115.7999,62.64,38,15,3.24,few clouds
432,Matay,EG,28.419,30.7792,85.21,27,0,6.76,clear sky
433,Nianzishan,CN,47.5167,122.8833,59.47,73,2,4.36,clear sky
434,Petrozavodsk,RU,61.7849,34.3469,65.66,72,100,11.18,overcast clouds
435,Mangan,IN,27.5167,88.5333,74.8,86,93,3.31,overcast clouds
436,Genhe,CN,50.7833,121.5167,53.42,87,31,1.54,scattered clouds
437,Bijie,CN,27.3125,105.2942,63.84,96,100,5.19,overcast clouds
438,Lukaya,UG,-0.1489,31.8748,69.06,61,54,4.59,broken clouds
439,Imbituba,BR,-28.24,-48.6703,60.1,98,69,2.26,broken clouds
440,Ahuimanu,US,21.4447,-157.8378,87.51,67,40,17.27,scattered clouds
441,Russell,US,32.3502,-85.1999,83.01,65,40,8.05,scattered clouds
442,Selishche,RU,56.8879,33.2691,55.76,78,47,1.83,scattered clouds
443,Soke,ML,13.598,-5.9386,82.11,70,76,8.37,broken clouds
444,Saint Anthony,US,45.0205,-93.218,85.01,42,20,10.36,few clouds
445,Pedro Ii,BR,-4.4247,-41.4586,78.15,33,28,3.4,scattered clouds
446,Taywarah,AF,33.35,64.4167,57.9,30,6,7.52,clear sky
447,Shakhunya,RU,57.6758,46.6114,55.51,81,34,4.92,scattered clouds
448,Weligama,LK,5.9667,80.4167,77.02,92,78,8.03,broken clouds
449,Sabang,ID,5.8933,95.3214,81.9,74,100,18.86,overcast clouds
450,Roald,NO,62.5833,6.1333,61.16,100,75,2.3,broken clouds
451,Ovalle,CL,-30.5983,-71.2003,60.78,63,100,4.85,overcast clouds
452,Gobabis,NA,-22.45,18.9667,59.88,14,0,8.72,clear sky
453,Pochutla,MX,15.7432,-96.4661,76.82,63,100,5.88,overcast clouds
454,Pueblo Bello,CO,8.2041,-76.526,80.24,88,100,4.59,overcast clouds
455,Kyabe,TD,9.4515,18.9449,71.96,95,100,3.06,light rain
456,Gillette,US,44.2911,-105.5022,100.11,25,0,9.22,clear sky
457,Rio Grande,BR,-32.035,-52.0986,56.95,84,0,8.88,clear sky
458,Khatanga,RU,71.9667,102.5,44.62,71,100,7.02,light rain
459,Severodvinsk,RU,64.5635,39.8302,62.71,92,99,13.89,overcast clouds
460,Bermejo,AR,-32.8833,-68.8,57.85,35,4,3.56,clear sky
461,Balykshi,KZ,47.0667,51.8667,77.0,36,0,8.95,clear sky
462,Eyl,SO,7.9803,49.8164,78.17,66,79,21.97,broken clouds
463,Sakakah,SA,29.9697,40.2064,92.8,25,0,8.55,clear sky
464,Puerto Quijarro,BO,-17.7833,-57.7667,66.07,43,0,3.22,clear sky
465,Lavrentiya,RU,65.5833,-171.0,44.24,90,82,6.73,broken clouds
466,Pevek,RU,69.7008,170.3133,36.41,91,86,5.28,overcast clouds
467,Mossendjo,CG,-2.9506,12.7261,68.09,74,100,2.37,overcast clouds
468,Drayton Valley,CA,53.2168,-114.9854,78.4,60,67,7.0,broken clouds
469,Yarmouth,US,41.7057,-70.2286,74.98,91,100,5.75,overcast clouds
470,Stabat,ID,3.761,98.4513,76.24,97,100,2.68,light rain
471,San Policarpo,PH,12.1791,125.5072,78.21,88,92,4.47,overcast clouds
472,Prado,BR,-17.3411,-39.2208,73.29,76,98,10.36,overcast clouds
473,Kitakata,JP,37.65,139.8667,77.05,95,97,1.95,overcast clouds
474,Porto Novo,BJ,6.4965,2.6036,75.18,85,100,8.01,overcast clouds
475,Nizwa,OM,22.9333,57.5333,91.22,42,100,0.56,overcast clouds
476,Waingapu,ID,-9.6567,120.2641,75.9,88,24,9.01,few clouds
477,Kidodi,TZ,-7.6036,37.0044,67.28,73,52,0.83,broken clouds
478,Conakry,GN,9.538,-13.6773,77.34,88,100,19.19,moderate rain
479,Poum,NC,-20.2333,164.0167,68.79,60,0,7.87,clear sky
480,Liku,ID,-0.7275,119.8922,76.71,91,96,4.79,overcast clouds
481,Serta,PT,39.8085,-8.0988,60.44,85,0,4.72,clear sky
482,Hambantota,LK,6.1241,81.1185,77.34,100,20,9.22,few clouds
483,Tautira,PF,-17.7333,-149.15,77.32,78,20,14.92,light rain
484,Firminy,FR,45.3873,4.2907,75.7,41,0,2.3,clear sky
485,Camapua,BR,-19.5314,-54.0439,63.61,44,0,6.6,clear sky
486,Katete,UG,-0.7818,29.7544,67.6,67,92,0.98,overcast clouds
487,Port Hedland,AU,-20.3167,118.5667,66.25,32,75,12.66,broken clouds
488,Diu,IN,20.7141,70.9822,79.79,91,100,23.04,overcast clouds
489,Inongo,CD,-1.95,18.2667,72.75,55,83,5.97,broken clouds
490,Shingu,JP,33.7333,135.9833,78.8,91,100,2.93,light rain
491,Port-Cartier,CA,50.0334,-66.8654,64.74,95,86,5.1,overcast clouds
492,Maragogi,BR,-9.0122,-35.2225,74.21,84,8,5.55,clear sky
493,Batemans Bay,AU,-35.7167,150.1833,52.11,74,87,5.84,overcast clouds
494,Lazaro Cardenas,MX,17.9583,-102.2,84.36,69,100,4.54,overcast clouds
495,Mafeteng,LS,-29.823,27.2374,52.9,28,91,7.63,overcast clouds
496,Kardla,EE,58.9978,22.7492,66.06,91,14,10.09,few clouds
497,Vao,NC,-22.6667,167.4833,68.09,59,13,18.05,few clouds
498,San Jose De Guanipa,VE,8.8872,-64.1651,85.08,62,78,1.83,broken clouds
499,Ushtobe,KZ,45.2514,77.9838,71.51,40,93,5.32,overcast clouds
500,Takoradi,GH,4.8845,-1.7554,74.64,84,100,8.88,overcast clouds
501,Samarai,PG,-10.6167,150.6667,78.67,84,98,17.63,overcast clouds
502,Yumbo,CO,3.5823,-76.4915,82.17,54,40,12.66,scattered clouds
503,Atlanta,US,33.749,-84.388,87.26,70,20,8.05,few clouds
504,Camaguey,CU,21.3808,-77.9169,91.74,46,40,18.41,scattered clouds
505,Vila Velha,BR,-20.3297,-40.2925,73.35,79,0,11.01,clear sky
506,Jawar,IN,23.0,76.5,74.35,92,98,12.06,overcast clouds
507,Hualmay,PE,-11.0964,-77.6139,64.49,76,20,10.16,few clouds
508,Lenger,KZ,42.183,69.8839,69.24,37,0,6.96,clear sky
509,Mosquera,CO,4.7059,-74.2302,62.69,51,20,8.05,few clouds
510,Warrington,GB,53.3925,-2.5802,74.86,63,0,8.05,clear sky
511,Mnogovershinnyy,RU,53.9353,139.9242,53.91,98,100,1.95,overcast clouds
512,Usogorsk,RU,63.4106,48.6872,61.39,66,100,10.18,overcast clouds
513,Port Augusta,AU,-32.5,137.7667,47.66,93,35,4.72,scattered clouds
514,Cockburn Town,TC,21.4612,-71.1419,81.84,76,10,17.92,clear sky
515,Tawang,IN,27.5833,91.8667,53.98,82,51,5.95,broken clouds
516,Tres Arroyos,AR,-38.3739,-60.2798,51.62,69,0,8.79,clear sky
517,Shagonar,RU,51.5333,92.8,60.22,92,100,0.18,overcast clouds
518,Bunia,CD,1.5667,30.25,64.29,79,98,3.42,overcast clouds
519,Vereeniging,ZA,-26.6731,27.9261,56.41,30,0,4.32,clear sky
520,Ascension,US,30.2169,-90.9001,84.99,84,40,6.91,scattered clouds
521,El Tigre,VE,8.8875,-64.2454,84.43,63,79,1.9,broken clouds
522,Ballina,AU,-28.8667,153.5667,55.78,99,100,5.7,overcast clouds
523,Popondetta,PG,-8.7537,148.2534,78.28,77,98,1.1,overcast clouds
524,Berlevag,NO,70.8578,29.0864,53.55,71,100,34.52,overcast clouds
525,Andenes,NO,69.3143,16.1194,49.98,81,75,28.77,drizzle
526,Sokol,RU,59.4617,40.1206,58.42,72,100,6.76,overcast clouds
527,Vanimo,PG,-2.6741,141.3028,78.67,83,54,3.62,broken clouds
528,Evensk,RU,61.95,159.2333,53.8,96,100,5.5,overcast clouds
529,Kathu,TH,7.9178,98.3332,78.62,77,68,10.63,broken clouds
530,Ndele,CF,8.4109,20.6473,70.27,99,100,2.93,light rain
531,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.86,83,13,6.04,few clouds
532,Agdam,AZ,39.991,46.9274,73.89,59,0,3.74,clear sky
533,Haines Junction,CA,60.7522,-137.5108,58.42,78,100,3.56,overcast clouds
534,Snyder,US,32.7179,-100.9176,96.31,24,40,8.05,scattered clouds
535,Aasiaat,GL,68.7098,-52.8699,37.13,89,90,1.28,overcast clouds
536,Eden,US,36.4885,-79.7667,85.82,69,98,5.55,overcast clouds
537,Hibbing,US,47.4272,-92.9377,74.57,43,0,5.75,clear sky
538,Banjar,ID,-8.19,114.9675,75.74,91,75,2.66,broken clouds
539,Manggar,ID,-2.8833,108.2667,81.16,83,93,9.53,overcast clouds
540,Kodino,RU,63.7198,39.6447,61.38,94,99,8.34,overcast clouds
541,Malindi,KE,-3.2175,40.1191,73.89,81,15,16.58,light rain
542,Gazanjyk,TM,39.2446,55.5154,82.78,23,0,13.42,clear sky
543,Luanda,AO,-8.8368,13.2343,66.85,93,54,5.53,broken clouds
544,Bayir,TR,37.2687,28.2167,75.72,46,21,4.12,few clouds
545,Nichinan,JP,31.6,131.3667,82.08,86,90,4.34,overcast clouds
546,Chokwe,MZ,-24.5333,32.9833,70.2,51,0,9.1,clear sky
547,Port Lincoln,AU,-34.7333,135.8667,53.19,81,77,15.3,broken clouds
548,Chitrakonda,IN,18.1167,82.0833,73.29,93,100,4.45,overcast clouds
549,Fergus Falls,US,46.283,-96.0776,75.18,50,0,5.75,clear sky
550,Inhambane,MZ,-23.865,35.3833,68.63,78,0,8.79,clear sky
551,Cap-Aux-Meules,CA,47.3821,-61.8597,67.71,83,77,9.17,broken clouds
552,Donghai,CN,22.9459,115.642,77.65,89,92,1.48,overcast clouds
553,Ahipara,NZ,-35.1667,173.1667,53.42,71,31,9.84,scattered clouds
554,Lasa,IT,46.6166,10.7002,61.83,87,96,2.26,overcast clouds
555,Rochegda,RU,62.8,43.25,61.52,68,100,8.97,overcast clouds
556,Weyburn,CA,49.6668,-103.8511,70.66,43,100,17.52,light rain
557,Antalaha,MG,-14.9003,50.2788,65.39,89,24,8.86,few clouds
558,Irbil,IQ,36.1926,44.0106,88.16,26,0,0.45,clear sky
559,Ambon,ID,-3.6954,128.1814,73.54,94,40,10.36,scattered clouds
560,Gravelbourg,CA,49.8834,-106.5512,82.45,31,100,11.21,overcast clouds
561,Turukhansk,RU,65.8167,87.9833,42.08,86,8,4.85,clear sky
562,Svetlogorsk,BY,52.6333,29.7333,62.71,80,6,9.1,clear sky
563,Hohhot,CN,40.8106,111.6522,75.29,59,84,3.6,broken clouds
564,Estevan,CA,49.1334,-102.9842,68.2,73,75,12.66,broken clouds
565,Port-Gentil,GA,-0.7193,8.7815,73.36,94,20,6.91,few clouds
566,North Battleford,CA,52.7834,-108.2847,86.4,41,99,9.71,overcast clouds
567,Volzhskiy,RU,48.7858,44.7797,81.23,48,52,11.56,broken clouds
568,Meiktila,MM,20.8667,95.8667,75.56,89,100,11.01,moderate rain
569,Verkhozim,RU,52.7122,45.418,62.89,94,37,6.02,scattered clouds
570,Bani,DO,18.2833,-70.3333,85.44,65,3,14.72,clear sky
571,Clevelandia,BR,-26.3958,-52.4708,49.32,85,0,4.92,clear sky
572,Digha,IN,21.6833,87.55,77.83,90,99,5.79,overcast clouds
573,Gornopravdinsk,RU,60.05,69.9,59.23,67,100,8.68,overcast clouds
574,Pahrump,US,36.2083,-115.9839,100.51,23,33,4.0,scattered clouds
575,Bachaquero,VE,9.9694,-71.1494,88.05,63,100,6.51,overcast clouds
576,Santa Fe,AR,-31.6333,-60.7,60.03,63,37,1.99,light rain
577,Huilong,CN,31.8111,121.655,85.93,86,81,4.94,broken clouds
578,Pitkyaranta,RU,61.5734,31.4792,62.98,83,100,12.08,overcast clouds
579,Suntar,RU,62.1444,117.6319,61.05,77,100,3.47,overcast clouds
580,Tatarsk,RU,55.219,75.9828,59.7,93,24,7.07,few clouds
581,Xining,CN,36.6167,101.7667,65.75,86,85,1.59,overcast clouds
582,Egvekinot,RU,66.3167,-179.1667,49.51,86,100,3.76,overcast clouds
583,Yinchuan,CN,38.4681,106.2731,77.22,79,34,4.63,scattered clouds
584,Chillicothe,US,39.3331,-82.9824,79.11,61,40,8.05,scattered clouds
585,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,78.6,28,78,6.46,broken clouds
586,Veraval,IN,20.9,70.3667,80.55,90,96,24.11,overcast clouds
587,Nabire,ID,-3.3667,135.4833,75.07,90,65,4.07,broken clouds
588,Jutai,BR,-5.1833,-68.9,81.63,65,71,2.13,broken clouds
589,Moctezuma,MX,29.8,-109.6667,92.77,41,8,5.64,clear sky
590,Kjollefjord,NO,70.9457,27.3465,51.85,93,100,24.16,moderate rain
591,Mazagao,BR,-0.115,-51.2894,86.05,76,29,4.36,scattered clouds
592,Kungurtug,RU,50.5994,97.5228,53.62,73,99,2.19,light rain
593,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,13.8,scattered clouds
594,San Quintin,MX,30.4833,-115.95,77.49,68,99,12.77,overcast clouds
595,Tarbes,FR,43.25,0.1667,81.07,54,0,4.61,clear sky
596,Ulaangom,MN,49.9811,92.0667,58.73,78,20,2.19,few clouds
597,Basco,PH,20.4487,121.9702,84.27,69,100,3.62,overcast clouds
598,Bariadi,TZ,-2.8,33.9833,71.6,46,90,8.61,overcast clouds
599,Berdigestyakh,RU,62.0989,126.6992,61.83,80,36,2.42,scattered clouds
600,Santander,ES,43.4647,-3.8044,72.72,92,0,5.01,clear sky
601,Codajas,BR,-3.8367,-62.0569,85.71,44,71,1.34,broken clouds
602,Mezen,RU,65.8522,44.24,57.51,97,69,9.93,broken clouds
603,Sa Kaeo,TH,13.75,102.3333,73.94,94,100,5.37,overcast clouds
604,Aketi,CD,2.7388,23.7833,72.18,96,100,1.16,overcast clouds
605,Dickinson,US,29.4608,-95.0513,95.09,65,20,5.75,few clouds
606,Olafsvik,IS,64.8945,-23.7142,50.13,83,22,10.33,few clouds
607,Kouango,CF,4.9934,19.9619,71.55,96,100,2.19,light rain
608,Camacha,PT,33.0833,-16.3333,67.42,78,20,5.75,few clouds
609,Tuy Hoa,VN,13.0833,109.3,77.47,80,97,8.14,overcast clouds
610,Derzhavinsk,KZ,51.1,66.3167,72.7,51,90,1.59,overcast clouds
611,Trelew,AR,-43.249,-65.3051,55.36,38,26,3.65,scattered clouds
612,Lakes Entrance,AU,-37.8811,147.981,49.24,77,6,6.11,clear sky
613,Ellensburg,US,46.9965,-120.5479,92.62,23,0,5.99,clear sky
614,Maues,BR,-3.3836,-57.7186,84.97,43,87,0.18,overcast clouds
615,Bumba,CD,2.1833,22.4667,70.27,96,82,2.1,light rain
616,Belo Jardim,BR,-8.3356,-36.4242,66.94,96,20,5.5,few clouds
617,Caucasia,CO,7.9865,-75.1935,83.71,83,86,7.85,overcast clouds
618,Thunder Bay,CA,48.4001,-89.3168,69.51,41,0,6.13,clear sky
619,Kavieng,PG,-2.5744,150.7967,81.32,78,96,11.23,light rain
620,Ammon,US,43.4696,-111.9666,88.3,39,0,8.05,smoke
621,Sarai,RU,53.7458,41.0213,61.84,72,1,7.31,clear sky
622,Ukiah,US,39.1502,-123.2078,93.43,37,0,8.05,clear sky
623,Solnechnyy,RU,50.7214,136.6319,54.66,95,98,3.83,overcast clouds
624,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,91,100,13.56,overcast clouds
625,Villanueva,HN,15.3167,-88.0,86.99,62,20,16.11,few clouds
626,Jacareacanga,BR,-6.2222,-57.7528,84.97,42,25,1.3,scattered clouds
627,Havoysund,NO,70.9963,24.6622,52.03,94,100,35.88,light rain
628,Lososina,RU,48.9975,140.3106,59.9,97,100,2.8,overcast clouds
629,Vaitape,PF,-16.5167,-151.75,78.26,75,10,14.45,light rain
630,Necochea,AR,-38.5473,-58.7368,52.11,70,0,10.31,clear sky
631,Bafq,IR,31.6128,55.4107,80.82,16,0,7.96,clear sky
632,Esna,EG,25.2934,32.554,90.75,20,6,13.13,clear sky
633,Malibu,US,34.005,-118.8101,105.96,23,1,10.63,clear sky
634,Bar Harbor,US,44.3876,-68.2039,72.93,77,0,5.75,clear sky
635,Lazarev,RU,52.225,141.5131,58.86,88,100,5.19,overcast clouds
636,Tongliao,CN,43.6125,122.2653,67.46,67,84,4.63,broken clouds
637,Wawa,NG,9.9022,4.4192,71.26,98,100,3.56,moderate rain
638,Port Blair,IN,11.6667,92.75,80.96,81,100,14.79,overcast clouds
639,Tessalit,ML,20.1986,1.0114,98.67,21,56,5.28,broken clouds
640,Turka,UA,49.1541,23.0297,54.14,94,10,2.1,clear sky
641,Gazojak,TM,41.1875,61.4036,75.99,30,0,10.42,clear sky
642,San Lazaro,BZ,18.0387,-88.6622,87.1,65,61,7.96,broken clouds
643,Tupik,RU,54.4253,119.9327,55.24,95,100,1.43,overcast clouds
644,Mana,GF,5.6592,-53.7767,80.15,79,37,6.4,scattered clouds
645,Xuanwu,CN,32.069,118.8138,83.17,72,100,3.51,overcast clouds
646,Staryy Nadym,RU,65.6118,72.6842,59.61,55,100,11.7,overcast clouds
647,Akyab,MM,20.15,92.9,78.55,89,94,2.19,light rain
648,Avera,US,33.194,-82.5271,80.55,54,99,6.02,overcast clouds
649,Guerrero Negro,MX,27.9769,-114.0611,82.45,48,1,16.4,clear sky
